;Title, http://www.gcdataconcepts.com, X16-2 ADXL345
;Version, 1447, Build num, 0x276, Build date, 20120709 17:23:15,  SN:CCDC20160000714
;Start_time, 2012-11-28, 17:48:09.001
;Temperature, 26.00, deg C,  Vbat, 4089, mv
;Gain, 16g
;SampleRate, 400,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
1.259,2692,1774,210
1.261,2700,1564,234
1.264,2746,1368,324
1.266,2820,1232,446
1.269,2896,1132,582
1.271,2936,1090,706
1.274,2916,1104,812
1.276,2808,1156,856
1.279,2648,1238,814
1.284,2190,1358,556
1.286,1944,1390,438
1.288,1688,1322,290
1.291,1458,1200,184
1.293,1262,1050,48
1.296,1134,884,-44
1.299,1006,726,-118
1.301,894,598,-158
1.304,818,528,-164
1.306,738,510,-162
1.309,670,500,-134
1.311,572,508,-124
1.314,418,528,-90
1.316,232,502,-74
1.319,-10,440,-72
1.322,-246,320,-104
1.324,-526,204,-188
1.326,-822,98,-268
1.328,-1120,30,-264
1.331,-1414,-44,-162
1.333,-1666,-144,0
1.336,-1836,-272,124
1.339,-1920,-368,174
1.341,-1920,-414,220
1.344,-1834,-422,292
1.346,-1706,-466,396
1.349,-1552,-524,534
1.351,-1406,-578,630
1.354,-1310,-640,662
1.357,-1272,-712,662
1.359,-1258,-780,630
1.362,-1256,-878,542
1.364,-1232,-962,430
1.366,-1200,-1012,316
1.368,-1134,-1020,248
1.371,-1050,-996,222
1.373,-936,-942,210
1.376,-800,-890,238
1.379,-642,-792,222
1.381,-458,-676,224
1.384,-248,-554,226
1.386,-46,-430,230
1.389,136,-304,220
1.391,318,-174,256
1.394,478,-78,282
1.397,622,-22,330
1.399,714,26,382
1.402,772,68,406
1.404,768,106,454
1.406,762,152,492
1.408,728,200,532
1.411,698,246,552
1.413,654,294,564
1.416,634,324,544
1.419,626,322,538
1.421,616,302,546
1.424,608,260,566
1.426,604,222,590
1.429,592,164,614
1.431,578,108,654
1.434,610,42,660
1.437,650,-12,636
1.439,692,-80,662
1.442,746,-118,698
1.444,776,-162,752
1.447,792,-208,770
1.448,800,-248,812
1.451,810,-314,852
1.454,832,-390,904
1.456,898,-446,928
1.459,1022,-452,914
1.461,1172,-412,858
1.464,1300,-356,796
1.466,1414,-364,744
1.469,1526,-456,666
1.471,1658,-576,560
1.474,1780,-742,472
1.477,1914,-970,412
1.479,2078,-1264,408
1.482,2272,-1658,448
1.484,2494,-2154,514
1.487,2722,-2732,566
1.488,2972,-3402,640
1.491,3316,-4086,696
1.494,3726,-4858,784
1.496,4182,-5612,932
1.499,4572,-6354,1128
1.501,4764,-6996,1328
1.504,4680,-7452,1476
1.506,4458,-7672,1484
1.509,4186,-7610,1386
1.511,3948,-7372,1278
1.514,3774,-7128,1234
1.517,3600,-6840,1140
1.519,3480,-6380,926
1.522,3420,-5658,712
1.524,3474,-4928,754
1.527,3664,-4646,1084
1.528,3910,-5024,1388
1.531,3930,-5788,1274
1.534,3590,-6530,704
1.536,3014,-6882,-70
1.539,2394,-6738,-658
1.541,1844,-6286,-830
1.544,1442,-5762,-826
1.546,1214,-5324,-900
1.549,1110,-5004,-1102
1.552,1136,-4728,-1334
1.554,1280,-4384,-1420
1.557,1558,-4022,-1384
1.559,1928,-3732,-1350
1.562,2274,-3600,-1476
1.564,2788,-3526,-1646
1.567,2768,-3340,-1368
1.569,2318,-2972,-1010
1.571,2072,-3066,-1450
1.574,2194,-3526,-1960
1.576,2470,-4374,-1750
1.579,2474,-4824,-324
1.581,2374,-4552,728
1.584,2412,-4318,840
1.586,2630,-4108,746
1.589,2976,-3674,984
1.592,3516,-2920,1390
1.594,4040,-1884,1316
1.597,4420,-476,322
1.599,4552,1004,-742
1.602,3958,2274,-1560
1.604,3084,2916,-1732
1.607,2116,2518,-1832
1.609,1474,910,-1716
1.611,920,-1712,-396
1.614,660,-4784,1106
1.616,740,-6572,900
1.619,838,-6048,-296
1.621,656,-4152,-1176
1.624,32,-2554,-1308
1.626,-574,-1918,-1116
1.629,-878,-1522,-1154
1.632,-974,-1066,-1184
1.634,-962,-732,-880
1.637,-854,-868,-426
1.639,-616,-1376,-410
1.642,-266,-1630,-606
1.644,144,-1554,-306
1.647,474,-1376,388
1.650,606,-1214,822
1.651,646,-1128,770
1.654,692,-1234,578
1.656,732,-1626,762
1.659,810,-2158,986
1.661,960,-2514,772
1.664,1132,-2682,354
1.666,1264,-2660,176
1.669,1356,-2392,166
1.672,1336,-2002,246
1.674,1250,-1864,504
1.677,1188,-1986,678
1.679,1266,-2094,646
1.682,1460,-2048,448
1.684,1692,-1828,142
1.687,1862,-1574,-2
1.690,2020,-1394,152
1.691,2168,-1298,290
1.694,2348,-1280,228
1.696,2530,-1310,300
1.699,2708,-1362,532
1.701,2870,-1352,708
1.704,2992,-1240,742
1.706,3072,-1234,766
1.709,3168,-1284,800
1.712,3304,-1350,808
1.714,3468,-1430,842
1.717,3650,-1462,818
1.719,3866,-1394,764
1.722,4082,-1224,734
1.724,4244,-936,776
1.727,4366,-724,882
1.730,4484,-620,1046
1.732,4580,-532,992
1.734,4606,-410,1082
1.736,4602,-174,1164
1.739,4564,110,1238
1.741,4476,330,1268
1.744,4376,544,1360
1.747,4284,720,1448
1.749,4142,934,1490
1.752,4030,1110,1498
1.754,3990,1280,1386
1.757,4020,1454,1158
1.759,4120,1600,820
1.762,4194,1736,542
1.764,4200,1786,450
1.767,4130,1846,776
1.770,4040,1976,1360
1.772,3938,2128,1992
1.774,3834,2196,2272
1.776,4002,2106,2396
1.779,4332,1708,2636
1.781,4294,1612,2146
1.784,4366,1684,1706
1.787,4530,1654,1428
1.789,4688,1390,1482
1.792,4662,1168,1700
1.794,4254,1378,2060
1.797,3458,1918,2000
1.799,2368,2478,1528
1.802,1008,2740,1106
1.805,-322,2232,1222
1.807,-818,1024,1532
1.810,-782,-400,1504
1.812,-598,-2226,1966
1.814,-174,-3674,2416
